customer_id,age,tenure,monthly_charges,total_charges,num_logins_last_30d,support_tickets_last_12m,churn,avg_charge_per_month,inactive_flag,contract_type_yearly,payment_method_boleto,payment_method_credit_card,gender_M
63,50,51,68.04688513945234,3378.5870653354195,48,0,0,66.24680520265528,0,1,0,1,1
64,51,51,115.9996357997813,5979.622465975301,13,4,0,117.24749933284903,0,1,1,0,0
65,44,5,94.36472977117717,427.814251399075,40,7,0,85.562850279815,0,0,1,0,1
66,53,3,182.58000002177536,558.3166270361021,35,5,1,186.10554234536735,0,0,0,1,1
67,45,47,55.49524127053173,2578.8731520089555,26,8,0,54.86964153210543,0,0,1,0,0
68,18,31,145.08207044544085,4451.394131786045,15,9,0,143.59335908987242,0,0,0,0,1
69,19,19,185.92720486221708,3598.3112186805465,24,9,1,189.38480098318666,0,0,1,0,1
70,67,37,196.5005550209099,7363.33136414343,42,6,0,199.00895578766026,0,1,1,0,1
71,65,14,147.51958989470648,2054.212975993337,9,6,1,146.72949828523835,0,0,1,0,0
72,48,12,192.488443553357,2326.635057749999,29,8,0,193.8862548124999,0,0,1,0,1
73,27,22,61.34891939376009,1352.525789245847,38,2,0,61.478444965720314,0,0,0,1,1
74,58,53,103.89175189943596,5592.78819253775,31,3,0,105.52430551958018,0,0,0,1,1
75,25,46,51.307204599010056,2254.4738891817856,7,3,0,49.01030193873447,0,0,0,1,0
76,37,12,197.1775658286228,2384.9869620069844,25,7,0,198.74891350058203,0,0,0,1,1
77,35,34,185.4089718150049,6267.5487260029695,9,3,0,184.33966841185205,0,0,0,0,1
78,18,53,54.2078834372302,2755.2196210996417,46,1,0,51.98527586980456,0,0,0,1,1
79,59,57,52.719897568964896,2987.0076565595373,17,7,0,52.40364309753574,0,0,0,0,0
80,44,46,105.04542411595492,4924.491948879454,21,7,0,107.05417280172726,0,1,0,1,0
81,34,8,88.78069501863527,677.4431006290622,42,5,1,84.68038757863278,0,0,0,1,0
82,44,15,177.03984158637533,2695.135899123861,21,8,0,179.67572660825738,0,0,1,0,1
83,18,13,74.07266049077934,1022.8781962332998,9,7,0,78.6829381717923,0,1,1,0,1
84,40,9,168.59741940512862,1516.7419345151816,44,9,1,168.52688161279795,0,0,0,0,0
85,45,11,133.16895499859947,1470.8812859051588,32,2,0,133.71648053683262,0,0,0,0,0
86,35,19,106.60876571074816,1939.75165317716,30,1,0,102.09219227248211,0,1,0,1,0
87,61,33,71.85796426000681,2335.504627421592,3,3,1,70.772867497624,0,0,0,0,1
88,30,24,199.65369589395067,4837.039082671316,22,8,0,201.54329511130481,0,1,1,0,1
89,25,25,142.6979181382305,3570.481908307616,22,9,0,142.81927633230464,0,0,0,0,0
90,45,15,115.90733488519912,1756.977095350171,13,1,0,117.13180635667807,0,1,1,0,0
91,64,9,105.66913348290976,957.6800803303404,28,8,1,106.40889781448226,0,0,0,0,1
92,37,59,185.8592345946283,11075.295038297892,12,4,0,187.71686505589648,0,0,0,0,0
93,20,36,173.17877122861415,6212.90977267068,23,8,1,172.58082701862998,0,1,1,0,0
94,68,14,171.67786825523356,2483.7606577225856,40,6,0,177.41147555161325,0,0,1,0,1
95,41,48,142.42977094435892,6843.304166439565,36,0,0,142.56883680082427,0,0,0,1,0
96,26,50,183.19348740437027,9244.384318947554,13,4,0,184.8876863789511,0,0,0,0,1
97,50,58,94.89175581831056,5442.472932999106,10,0,0,93.83574022412252,0,0,1,0,1
98,34,10,155.5559202744934,1564.7918131264769,0,3,1,156.47918131264768,1,0,0,1,0
99,66,38,110.66716135878389,4185.667792437614,17,7,0,110.14915243256878,0,0,1,0,0
100,33,58,139.99982128395382,8126.963251261824,0,6,1,140.12005605623833,1,0,1,0,1
101,46,48,199.72295009190395,9647.820417544694,6,7,1,200.99625869884778,0,1,0,1,0
102,46,14,197.67871710129776,2786.442519686066,48,6,0,199.03160854900472,0,1,0,1,1
103,30,53,126.89285247011723,6786.34031541756,42,0,0,128.04415689467095,0,1,1,0,0
104,43,25,136.0795178247237,3368.476890954395,27,5,0,134.7390756381758,0,0,1,0,1
105,23,29,184.5982653705952,5312.207972871074,38,4,0,183.17958527141636,0,0,1,0,0
106,51,33,197.84535687707825,6529.702030600445,24,5,1,197.86975850304378,0,0,0,0,0
107,57,46,166.79117039391195,7670.461229200395,30,2,0,166.74915715653032,0,0,0,1,0
108,67,8,59.77766869379461,468.92838110914727,45,7,0,58.61604763864341,0,0,1,0,0
109,34,32,98.3959601515796,3100.739138567013,3,6,0,96.89809808021916,0,1,0,1,1
110,32,49,184.48435098804617,9099.665777906856,17,4,0,185.70746485524194,0,0,0,1,0
111,46,33,165.25287587757208,5435.203043928204,5,0,0,164.7031225432789,0,0,1,0,1
112,54,17,161.33496065366407,2813.9982372229238,39,0,0,165.5293080719367,0,0,0,0,0
113,69,4,150.18848457022116,601.3911065410875,41,3,0,150.34777663527188,0,0,1,0,0
114,19,33,112.28957744485751,3737.9775022210006,36,5,0,113.2720455218485,0,0,1,0,1
115,30,42,110.48619805170526,4668.305800319806,30,9,1,111.15013810285252,0,0,1,0,0
116,31,33,171.33987313862016,5613.002076556923,23,7,1,170.09097201687646,0,1,1,0,0
117,31,58,94.06704376476064,5474.248684433742,1,4,1,94.38359800747831,0,0,0,0,1
118,42,36,152.72478090514602,5594.508759808612,38,2,0,155.40302110579478,0,0,1,0,1
119,63,30,158.9312785135935,4780.518968062823,44,1,0,159.35063226876076,0,1,1,0,1
120,19,4,176.6833984042293,751.797430594901,48,1,0,187.94935764872525,0,1,0,1,1
121,60,33,97.98283860605235,3268.0972662293366,17,0,0,99.03325049179807,0,1,0,0,1
122,50,10,161.2833900257303,1628.1863831755525,10,9,1,162.81863831755524,0,0,0,0,0
123,49,43,65.97348463680304,2846.183775268768,32,0,0,66.19032035508762,0,0,1,0,0
124,53,10,70.70925934278571,734.4583713839221,0,8,1,73.4458371383922,1,0,0,0,1
125,24,54,112.60040602601023,6118.586052728334,3,5,0,113.30714912459878,0,1,0,1,0
126,56,18,58.28386645328709,981.501393306614,41,6,0,54.52785518370078,0,1,0,1,0
127,30,26,192.15474821980075,5008.388598169643,47,9,1,192.63033069883244,0,0,1,0,1
128,44,9,185.28437157640408,1658.3554501502708,20,7,1,184.26171668336343,0,0,0,0,0
129,53,13,57.34005432887647,725.8443640928086,25,1,1,55.834181853292975,0,0,0,1,0
130,49,55,175.7467582838418,9730.869924562729,27,9,1,176.92490771932233,0,0,1,0,0
131,34,17,126.3311261135038,2110.971831526372,6,1,0,124.17481361919836,0,0,0,0,0
132,38,31,155.2944332560325,4744.388977921507,11,5,0,153.04480573940344,0,0,0,0,0
133,42,58,183.03967539472808,10656.08698416352,14,6,1,183.7256376579917,0,0,0,0,1
134,20,37,136.54617306165477,4981.188710453532,42,2,0,134.62672190414952,0,0,0,1,0
135,55,3,67.44906504269441,105.95004123015504,21,6,1,35.31668041005168,0,0,0,1,0
136,23,22,50.38679157298794,1153.922799105233,36,6,1,52.45103632296514,0,0,1,0,1
137,41,23,124.53822983771698,2872.315398795615,9,9,0,124.88327820850499,0,0,1,0,0
138,52,17,192.384819818654,3294.1779182855576,47,9,0,193.77517166385633,0,0,1,0,1
139,22,15,135.89328074197937,2016.2778323907091,44,3,0,134.41852215938061,0,0,1,0,1
140,69,30,105.94087071323436,3109.0058148165804,23,6,0,103.63352716055267,0,0,0,0,1
141,37,23,54.638302562137,1197.3915982482677,11,8,1,52.06050427166381,0,1,0,0,0
142,18,18,187.24691259173005,3356.8349816795767,48,0,0,186.49083231553203,0,0,1,0,1
143,52,25,99.07349912870632,2413.217335321756,40,6,1,96.52869341287024,0,0,0,1,1
144,46,21,155.7166101972644,3285.4014594948358,25,9,0,156.44768854737313,0,0,1,0,1
145,51,14,154.13558031671974,2134.775227532355,13,1,1,152.48394482373965,0,0,0,1,0
146,57,27,88.08247420531218,2387.478605911694,31,7,0,88.42513355228496,0,0,0,1,0
147,42,56,59.5666259691088,3343.488460681414,18,0,0,59.705151083596675,0,1,0,0,1
148,60,30,107.75005680077652,3251.8416817445222,33,4,0,108.39472272481741,0,0,1,0,1
149,37,36,97.56965207557998,3537.481601085329,41,8,0,98.2633778079258,0,0,0,0,0
150,46,59,155.03845983084886,9130.07410048112,24,9,0,154.74701865222238,0,1,1,0,1
151,26,37,172.96737434897585,6408.991314243798,2,7,1,173.2159814660486,0,0,1,0,0
152,50,14,83.3668126087512,1178.9357829435255,28,7,0,84.20969878168039,0,0,1,0,1
153,31,24,129.23466046646635,2980.187335740524,42,2,0,124.17447232252182,0,0,1,0,0
154,54,29,56.091252108224246,1658.9725984314775,11,8,0,57.20595167005095,0,0,0,1,1
155,59,29,82.13837344001928,2389.509939571572,47,6,0,82.39689446798523,0,1,1,0,1
156,62,9,164.26424079831247,1506.580610446991,18,9,1,167.39784560522122,0,1,0,0,0
157,66,7,169.00974807336087,1118.726056741163,34,6,0,159.8180081058804,0,0,0,1,1
158,24,21,166.4606695177705,3479.8854011150606,35,0,0,165.7088286245267,0,0,1,0,0
159,25,54,71.35818874824052,3798.765719576709,9,5,0,70.34751332549462,0,0,0,1,0
160,66,43,132.6552091202626,5741.404060981936,1,7,1,133.5210246739985,0,0,0,0,0
161,37,50,113.40626216650745,5600.057281221947,47,7,0,112.00114562443895,0,0,0,0,0
162,19,11,198.7229445192636,2139.519650615783,35,3,0,194.50178641961665,0,1,0,1,0
163,32,25,148.1104803587504,3729.4777153823593,31,1,0,149.17910861529438,0,0,0,0,1
164,61,35,190.28031370935932,6628.342253213715,15,8,0,189.38120723467756,0,0,0,1,1
165,36,26,71.80254575126564,1820.4466566934536,5,8,0,70.01717910359437,0,1,1,0,1
166,21,25,117.63099096503436,2986.110745602868,13,8,0,119.44442982411472,0,1,1,0,0
167,55,22,165.7411400158803,3693.69066817896,27,6,1,167.8950303717709,0,0,1,0,1
168,28,4,105.1786592045604,456.8181964452915,34,8,1,114.20454911132288,0,0,0,0,1
169,36,51,144.876274423047,7431.125479272412,15,4,0,145.70834273083162,0,1,0,1,1
170,18,56,126.7553258560491,7086.719283991846,10,7,1,126.54855864271154,0,0,1,0,1
171,49,5,198.7894113826989,983.7174081816636,12,4,0,196.74348163633272,0,0,0,1,1
172,41,25,76.08088100982371,1869.6179613189129,48,7,0,74.78471845275652,0,0,0,0,1
173,63,31,190.3023042995192,5907.757891670893,31,1,0,190.57283521519008,0,1,0,1,0
174,35,47,110.23564307049452,5154.680307946949,49,2,0,109.67404910525424,0,0,1,0,0
175,28,59,120.19894495659418,7070.084442142708,0,2,0,119.83193969733404,1,0,0,1,0
176,26,25,129.29028255349684,3262.252085536566,22,4,0,130.49008342146263,0,0,0,1,1
177,28,45,89.80498241503697,4100.451170952383,22,8,1,91.12113713227518,0,1,1,0,0
178,41,56,194.54861639161896,10914.635530644167,20,1,0,194.90420590436014,0,0,1,0,1
179,22,49,186.72308078521843,9239.146751737831,19,7,0,188.5540153415884,0,0,1,0,0
180,38,18,195.9357650317044,3491.567991969042,3,8,1,193.97599955383566,0,0,1,0,0
181,62,49,199.53793583142848,9685.460123779532,1,6,1,197.66245150570475,0,0,0,1,0
182,57,25,150.47001427714582,3797.4817514081233,38,6,0,151.89927005632492,0,1,0,0,1
183,51,2,117.7528243708617,196.91397110938684,22,1,1,98.45698555469342,0,0,1,0,1
184,64,45,177.6100852244457,7978.769223011288,8,6,0,177.3059827335842,0,1,0,1,0
185,58,50,53.57073167545079,2590.0467582664837,17,2,0,51.800935165329676,0,0,1,0,1
186,51,21,175.16060670702552,3633.4122284802447,46,2,0,173.0196299276307,0,0,1,0,1
187,62,27,124.592903631651,3288.897027225615,23,8,0,121.81100100835611,0,0,1,0,1
188,24,22,150.98300406251266,3299.9109262042634,49,6,1,149.99595119110288,0,0,1,0,1
189,60,7,106.10690920137614,723.0207897154855,8,9,1,103.28868424506936,0,1,1,0,1
190,33,59,105.29347308002238,6216.812932298732,6,4,0,105.36971071692767,0,1,0,0,1
191,56,2,54.75757292163316,171.50129406102508,28,3,1,85.75064703051254,0,0,0,1,0
192,65,33,113.568414564352,3781.6029938685065,34,9,0,114.59403011722748,0,0,0,0,0
193,43,1,111.25312931289952,30.14464750237548,49,6,1,30.14464750237548,0,1,1,0,0
194,22,41,83.7186652802107,3462.8660482692817,23,8,0,84.46014751876297,0,0,1,0,1
195,37,54,87.09849103096512,4708.90625054419,10,0,0,87.20196760267018,0,1,0,1,0
196,39,38,137.62093706637677,5224.7042869205125,27,5,0,137.49221807685558,0,0,1,0,1
197,66,36,97.66571638092546,3514.830813216455,15,8,1,97.63418925601265,0,0,0,1,1
198,67,49,174.53778635259346,8562.579152681392,8,8,1,174.7465133200284,0,0,0,0,1
199,47,58,66.70776602855997,3834.4560901058,4,7,1,66.11131189837586,0,0,0,0,1
200,67,51,136.64674198625653,6959.866298422851,36,1,0,136.4679666357422,0,1,0,0,0
201,40,14,74.00670907086536,1095.2908831867069,32,5,1,78.23506308476477,0,0,0,0,1
202,39,34,129.23609403809883,4358.831908074083,8,1,0,128.20093847276715,0,0,0,1,0
203,61,49,132.8818830425478,6459.717870276088,27,8,0,131.83097694440997,0,0,0,1,1
204,52,18,146.34465297885936,2631.118386225776,44,6,0,146.17324367920978,0,0,1,0,0
205,45,40,114.11374209093404,4508.021360799545,40,1,0,112.70053401998862,0,1,0,0,1
206,41,2,126.42120276938816,166.7032494660594,22,7,1,83.3516247330297,0,0,1,0,1
207,54,52,77.142892412194,3994.207046580347,2,7,0,76.81167397269898,0,1,1,0,0
208,57,37,119.45230246044945,4492.166285264826,31,0,0,121.40989960175206,0,0,0,0,0
209,43,44,105.95455836414358,4660.070363228473,25,0,0,105.91069007337438,0,0,0,1,1
210,19,49,149.91966569816145,7354.992473932321,46,2,0,150.1018872231086,0,0,0,1,0
211,23,13,115.22325852447293,1391.3949429105917,27,0,0,107.03038022389167,0,0,0,0,1
212,25,27,166.90124764703302,4528.239961091938,36,5,0,167.71259115155328,0,0,0,1,0
213,42,51,113.89881478605382,5813.507847154235,26,8,0,113.99034994420067,0,0,0,0,0
214,49,10,85.3656759460938,820.4110180589703,27,0,1,82.04110180589703,0,0,0,1,1
215,59,49,91.05330784378768,4470.614607915715,15,6,0,91.23703281460644,0,0,0,0,0
216,30,17,56.79278376374548,973.9834048415712,20,4,0,57.293141461268895,0,1,1,0,1
217,58,34,130.9878215901365,4400.611537646743,14,8,1,129.42975110725715,0,1,0,0,1
218,52,31,174.63213258504828,5430.188796475492,23,4,1,175.1673805314675,0,0,1,0,1
219,20,41,165.3667560226355,6839.893768054414,47,6,0,166.82667726961986,0,1,0,0,1
220,36,50,115.66841995077073,5772.02392376486,17,9,0,115.4404784752972,0,1,0,0,0
221,33,21,79.41805327167683,1624.399408583358,23,1,0,77.35235278968372,0,1,0,0,1
222,64,11,179.5226664946179,1965.8703279507104,47,3,1,178.71548435915548,0,0,0,1,1
223,65,25,58.517155106760256,1505.659537422228,7,2,1,60.22638149688912,0,0,0,0,0
224,60,37,109.88340878037413,4004.370182908978,12,1,0,108.22622115970212,0,0,0,1,1
225,45,45,178.49227135759267,8061.080124030879,24,6,0,179.13511386735289,0,1,0,1,0
226,43,45,108.97650311062948,4870.041917052302,20,0,0,108.22315371227337,0,0,1,0,1
227,34,21,67.68132061354399,1433.410886953411,17,3,1,68.25766128349576,0,0,0,1,0
228,58,56,89.89242505186942,5005.7592391524095,38,1,0,89.38855784200732,0,1,0,1,0
229,22,5,140.00441626144226,671.6712335531332,24,6,0,134.33424671062664,0,1,0,0,0
230,32,7,72.80538615418563,585.7924488910518,18,7,0,83.68463555586455,0,0,0,0,1
231,25,2,148.24029902635337,226.0262685260321,23,4,1,113.01313426301606,0,1,0,1,1
232,43,55,115.72428967988688,6389.104241271055,44,4,0,116.16553165947373,0,1,1,0,0
233,33,11,100.15842512307827,1188.3088968999257,49,4,0,108.02808153635688,0,0,1,0,1
234,28,36,86.13882207847459,3135.2736911487264,12,1,0,87.0909358652424,0,1,0,0,0
235,37,48,173.49949787850642,8261.421047216349,2,3,1,172.11293848367393,0,0,0,0,1
236,62,46,109.50109211951025,4972.9712120517,1,9,1,108.10806982721087,0,0,1,0,0
237,47,56,160.77188984093414,8965.644562259991,22,0,0,160.1007957546427,0,1,1,0,0
238,60,4,116.05327889560766,472.1085111584244,31,7,1,118.0271277896061,0,0,0,1,1
239,65,25,63.78007803301691,1605.7990855298756,2,1,0,64.23196342119502,0,0,0,1,1
240,64,30,116.07589627508906,3418.692060537687,25,1,0,113.95640201792291,0,1,0,1,0
241,36,42,126.1531669603646,5254.795139412965,19,2,0,125.11416998602297,0,0,0,1,1
242,63,37,118.67632902400652,4350.45004953924,46,2,0,117.57973106862812,0,0,1,0,0
243,65,34,172.43625676224087,5853.795389510446,30,3,0,172.17045263266016,0,0,0,0,1
244,67,19,186.6277023564544,3645.161117637187,21,8,0,191.85058513879932,0,0,1,0,0
245,36,7,168.0168012816551,1129.4582556904134,29,9,1,161.35117938434476,0,0,1,0,0
246,29,26,137.41728533164394,3524.0015269659534,6,6,0,135.53852026792129,0,0,1,0,1
247,48,16,131.2174940832336,2042.8228905745448,23,1,0,127.67643066090905,0,1,1,0,0
248,66,33,146.69240451854884,4872.626577674223,16,9,1,147.6553508386128,0,0,0,0,1
249,64,48,93.17454446590618,4470.311054545741,9,8,0,93.13148030303627,0,0,1,0,0
250,47,33,171.77702692230275,5623.830561027493,19,0,0,170.41910790992404,0,0,0,1,1
251,25,35,178.52722664054917,6230.313153230303,31,3,0,178.0089472351515,0,0,0,1,1
252,39,3,90.08257447727458,230.67220838393865,29,7,1,76.89073612797955,0,0,0,0,1
253,55,39,185.42273122101165,7246.281081678917,48,0,0,185.80207901740812,0,0,1,0,1
254,47,26,177.3099085987501,4744.27645390732,13,0,0,182.47217130412767,0,0,0,1,1
255,35,8,113.67301512237654,936.9273412636242,34,6,1,117.11591765795302,0,0,0,0,0
256,35,13,186.35003031391184,2417.900968325486,27,3,0,185.99238217888353,0,0,0,1,1
257,21,47,68.06584907172622,3165.8461319967346,43,4,1,67.35842834035606,0,0,1,0,0
258,33,55,54.197983881335055,2913.7191093791857,45,7,1,52.97671107962156,0,0,0,0,1
259,52,30,102.18002383910816,3102.0852017433963,35,5,0,103.40284005811321,0,0,0,1,1
260,30,58,134.81535482410175,7853.258288716217,21,7,0,135.40100497786582,0,0,0,1,0
261,69,11,102.71639217992993,1106.5752641446888,26,1,0,100.5977512858808,0,0,0,0,0
262,22,18,191.31016005070396,3504.2495800598017,32,0,0,194.68053222554454,0,1,0,1,1
263,48,55,88.20653435827177,4852.414736649201,40,2,1,88.22572248453092,0,0,0,1,1
264,43,11,92.18200903890184,1052.740136197677,11,2,0,95.70364874524336,0,0,0,1,0
265,61,39,145.22414188172826,5678.551383489053,43,3,0,145.60388162792444,0,0,0,1,0
266,64,13,50.57958235125623,648.6777765724491,40,7,1,49.89829050557301,0,0,0,0,0
267,46,20,159.13355785318987,3134.9269264984227,4,1,0,156.74634632492115,0,0,1,0,1
268,50,29,106.62042246397358,3084.7154218371006,13,1,0,106.3694973047276,0,0,1,0,1
269,54,22,196.6621801464944,4368.670496667619,11,2,1,198.57593166670995,0,0,0,0,0
270,45,52,153.7126389544623,7967.650470037069,28,3,0,153.22404750071286,0,0,1,0,0
271,27,58,57.83224326235146,3376.257178996544,10,1,1,58.21133067235421,0,0,1,0,1
272,40,30,63.89417131129605,1862.6883452376808,15,1,0,62.08961150792269,0,1,0,1,1
273,30,31,63.225216038623785,1998.9846140038555,9,5,0,64.48337464528566,0,1,1,0,1
274,42,4,192.89333898379155,787.2204227596643,3,1,1,196.80510568991608,0,0,0,1,0
275,49,14,152.60773118263816,2076.4026986151093,22,1,0,148.3144784725078,0,1,1,0,1
276,28,3,114.14090109334036,331.2219771039405,15,8,0,110.4073257013135,0,0,1,0,1
277,30,51,80.07240348200466,4130.264623048156,25,0,1,80.98558084408148,0,0,0,1,1
278,60,14,181.04596196537048,2471.691840482525,10,0,1,176.54941717732322,0,0,0,1,0
279,37,21,80.23338915070107,1631.353660233476,14,0,0,77.68350763016552,0,1,0,0,1
280,28,50,156.0018824713726,7796.619275829305,44,5,1,155.9323855165861,0,0,1,0,1
281,55,43,164.49865423180188,7180.108668489091,40,6,0,166.9792713602114,0,1,0,0,1
282,55,37,94.19841332831125,3451.7123889455406,13,6,0,93.28952402555515,0,0,0,1,1
283,60,3,125.73721057559634,401.9753317060638,8,6,1,133.9917772353546,0,0,0,0,0
284,57,34,83.44839234775908,2850.2521102038763,48,0,0,83.83094441776107,0,0,0,0,1
285,69,34,106.83944861832472,3603.065258009764,34,3,0,105.97250758852248,0,0,1,0,1
286,47,19,194.7701597420013,3708.689702687269,24,6,0,195.1941948782773,0,1,0,1,0
287,32,44,153.97070519816452,6752.319295614491,34,6,1,153.4618021730566,0,0,0,1,1
288,62,55,176.99213092857727,9716.676961565923,11,3,0,176.66685384665314,0,0,1,0,0
289,31,16,131.08993572001114,2014.3753763815216,21,8,0,125.8984610238451,0,0,1,0,0
290,33,20,85.85596132270342,1715.8974147107524,19,8,0,85.79487073553761,0,1,0,0,1
291,61,20,156.93197850007903,3183.594245332708,36,7,0,159.1797122666354,0,0,1,0,0
292,63,50,125.08519411858497,6257.130994668232,9,7,0,125.14261989336464,0,0,0,1,1
293,35,5,76.5273302160588,437.1620391214155,24,9,1,87.4324078242831,0,0,0,1,0
294,55,53,111.86448344273154,5957.833994762023,41,7,0,112.4119621653212,0,0,0,0,1
295,65,46,145.22603285244588,6677.420445896,9,5,1,145.1613140412174,0,0,1,0,0
296,59,29,160.29977850233573,4617.297298917395,5,3,0,159.21714823853085,0,0,0,0,0
297,18,35,86.48311938355276,3002.5959926562764,41,3,0,85.78845693303647,0,0,0,0,0
298,52,53,181.39960090239967,9540.653324130326,43,8,1,180.0123268703835,0,0,1,0,1
