customer_id,gender,age,tenure,monthly_charges,total_charges,num_logins_last_30d,support_tickets_last_12m,contract_type,payment_method,churn
76,M,37,12,197.17756582862276,2384.9869620069844,25,7,monthly,credit_card,0
77,M,35,34,185.4089718150049,6267.5487260029695,9,3,monthly,bank_transfer,0
78,M,18,53,54.2078834372302,2755.2196210996417,46,1,monthly,credit_card,0
79,F,59,57,52.719897568964896,2987.0076565595373,17,7,monthly,bank_transfer,0
80,F,44,46,105.04542411595492,4924.491948879454,21,7,yearly,credit_card,0
81,F,34,8,88.78069501863527,677.4431006290622,42,5,monthly,credit_card,1
82,M,44,15,177.03984158637533,2695.135899123861,21,8,monthly,boleto,0
83,M,18,13,74.07266049077934,1022.8781962332998,9,7,yearly,boleto,0
84,F,40,9,168.59741940512862,1516.7419345151816,44,9,monthly,bank_transfer,1
85,F,45,11,133.16895499859947,1470.8812859051588,32,2,monthly,bank_transfer,0
86,F,35,19,106.60876571074817,1939.7516531771596,30,1,yearly,credit_card,0
87,M,61,33,71.85796426000681,2335.504627421592,3,3,monthly,bank_transfer,1
88,M,30,24,199.65369589395067,4837.039082671316,22,8,yearly,boleto,0
89,F,25,25,142.6979181382305,3570.481908307616,22,9,monthly,bank_transfer,0
90,F,45,15,115.90733488519913,1756.977095350171,13,1,yearly,boleto,0
91,M,64,9,105.66913348290976,957.6800803303404,28,8,monthly,bank_transfer,1
92,F,37,59,185.8592345946283,11075.295038297892,12,4,monthly,bank_transfer,0
93,F,20,36,173.17877122861415,6212.90977267068,23,8,yearly,boleto,1
94,M,68,14,171.67786825523356,2483.7606577225856,40,6,monthly,boleto,0
95,F,41,48,142.42977094435892,6843.304166439565,36,0,monthly,credit_card,0
96,M,26,50,183.19348740437027,9244.384318947554,13,4,monthly,bank_transfer,0
97,M,50,58,94.89175581831057,5442.472932999106,10,0,monthly,boleto,0
98,F,34,10,155.5559202744934,1564.7918131264769,0,3,monthly,credit_card,1
99,F,66,38,110.66716135878389,4185.667792437614,17,7,monthly,boleto,0
100,M,33,58,139.99982128395382,8126.963251261824,0,6,monthly,boleto,1
101,F,46,48,199.72295009190393,9647.820417544694,6,7,yearly,credit_card,1
102,M,46,14,197.67871710129776,2786.442519686066,48,6,yearly,credit_card,0
103,F,30,53,126.89285247011723,6786.34031541756,42,0,yearly,boleto,0
104,M,43,25,136.0795178247237,3368.476890954395,27,5,monthly,boleto,0
105,F,23,29,184.59826537059516,5312.207972871074,38,4,monthly,boleto,0
106,F,51,33,197.84535687707825,6529.702030600445,24,5,monthly,bank_transfer,1
107,F,57,46,166.79117039391195,7670.461229200395,30,2,monthly,credit_card,0
108,F,67,8,59.77766869379461,468.92838110914727,45,7,monthly,boleto,0
109,M,34,32,98.3959601515796,3100.739138567013,3,6,yearly,credit_card,0
110,F,32,49,184.48435098804617,9099.665777906857,17,4,monthly,credit_card,0
111,M,46,33,165.25287587757208,5435.203043928204,5,0,monthly,boleto,0
112,F,54,17,161.33496065366407,2813.9982372229233,39,0,monthly,bank_transfer,0
113,F,69,4,150.18848457022116,601.3911065410875,41,3,monthly,boleto,0
114,M,19,33,112.28957744485753,3737.9775022210006,36,5,monthly,boleto,0
115,F,30,42,110.48619805170526,4668.305800319806,30,9,monthly,boleto,1
116,F,31,33,171.33987313862016,5613.002076556923,23,7,yearly,boleto,1
117,M,31,58,94.06704376476064,5474.248684433742,1,4,monthly,bank_transfer,1
118,M,42,36,152.72478090514602,5594.508759808612,38,2,monthly,boleto,0
119,M,63,30,158.9312785135935,4780.518968062823,44,1,yearly,boleto,0
120,M,19,4,176.6833984042293,751.797430594901,48,1,yearly,credit_card,0
121,M,60,33,97.98283860605235,3268.0972662293366,17,0,yearly,bank_transfer,0
122,F,50,10,161.2833900257303,1628.1863831755525,10,9,monthly,bank_transfer,1
123,F,49,43,65.97348463680304,2846.183775268768,32,0,monthly,boleto,0
124,M,53,10,70.70925934278571,734.4583713839221,0,8,monthly,bank_transfer,1
125,F,24,54,112.60040602601023,6118.586052728334,3,5,yearly,credit_card,0
126,F,56,18,58.28386645328709,981.5013933066141,41,6,yearly,credit_card,0
127,M,30,26,192.15474821980075,5008.388598169643,47,9,monthly,boleto,1
128,F,44,9,185.28437157640408,1658.3554501502708,20,7,monthly,bank_transfer,1
129,F,53,13,57.34005432887647,725.8443640928086,25,1,monthly,credit_card,1
130,F,49,55,175.7467582838418,9730.869924562727,27,9,monthly,boleto,1
131,F,34,17,126.3311261135038,2110.971831526372,6,1,monthly,bank_transfer,0
132,F,38,31,155.2944332560325,4744.388977921507,11,5,monthly,bank_transfer,0
133,M,42,58,183.03967539472808,10656.086984163521,14,6,monthly,bank_transfer,1
134,F,20,37,136.54617306165477,4981.188710453532,42,2,monthly,credit_card,0
135,F,55,3,67.44906504269441,105.95004123015505,21,6,monthly,credit_card,1
136,M,23,22,50.38679157298794,1153.922799105233,36,6,monthly,boleto,1
137,F,41,23,124.53822983771698,2872.315398795615,9,9,monthly,boleto,0
138,M,52,17,192.38481981865402,3294.1779182855576,47,9,monthly,boleto,0
139,M,22,15,135.89328074197937,2016.2778323907094,44,3,monthly,boleto,0
140,M,69,30,105.94087071323437,3109.0058148165804,23,6,monthly,bank_transfer,0
141,F,37,23,54.638302562137,1197.3915982482677,11,8,yearly,bank_transfer,1
142,M,18,18,187.24691259173005,3356.8349816795767,48,0,monthly,boleto,0
143,M,52,25,99.07349912870632,2413.217335321756,40,6,monthly,credit_card,1
144,M,46,21,155.7166101972644,3285.4014594948353,25,9,monthly,boleto,0
145,F,51,14,154.13558031671974,2134.775227532355,13,1,monthly,credit_card,1
146,F,57,27,88.08247420531218,2387.478605911694,31,7,monthly,credit_card,0
147,M,42,56,59.5666259691088,3343.488460681414,18,0,yearly,bank_transfer,0
148,M,60,30,107.75005680077653,3251.8416817445222,33,4,monthly,boleto,0
149,F,37,36,97.56965207557998,3537.481601085329,41,8,monthly,bank_transfer,0
150,M,46,59,155.03845983084886,9130.07410048112,24,9,yearly,boleto,0
151,F,26,37,172.96737434897585,6408.991314243798,2,7,monthly,boleto,1
152,M,50,14,83.3668126087512,1178.9357829435257,28,7,monthly,boleto,0
153,F,31,24,129.23466046646635,2980.187335740524,42,2,monthly,boleto,0
154,M,54,29,56.091252108224246,1658.9725984314775,11,8,monthly,credit_card,0
155,M,59,29,82.13837344001928,2389.509939571572,47,6,yearly,boleto,0
156,F,62,9,164.26424079831247,1506.580610446991,18,9,yearly,bank_transfer,1
157,M,66,7,169.00974807336087,1118.726056741163,34,6,monthly,credit_card,0
158,F,24,21,166.4606695177705,3479.8854011150606,35,0,monthly,boleto,0
159,F,25,54,71.35818874824052,3798.765719576709,9,5,monthly,credit_card,0
160,F,66,43,132.6552091202626,5741.404060981936,1,7,monthly,bank_transfer,1
161,F,37,50,113.40626216650745,5600.057281221947,47,7,monthly,bank_transfer,0
162,F,19,11,198.72294451926356,2139.519650615783,35,3,yearly,credit_card,0
163,M,32,25,148.1104803587504,3729.4777153823593,31,1,monthly,bank_transfer,0
164,M,61,35,190.28031370935935,6628.342253213715,15,8,monthly,credit_card,0
165,M,36,26,71.80254575126564,1820.4466566934536,5,8,yearly,boleto,0
166,F,21,25,117.63099096503436,2986.110745602868,13,8,yearly,boleto,0
167,M,55,22,165.7411400158803,3693.69066817896,27,6,monthly,boleto,1
168,M,28,4,105.17865920456039,456.8181964452915,34,8,monthly,bank_transfer,1
169,M,36,51,144.876274423047,7431.125479272412,15,4,yearly,credit_card,0
170,M,18,56,126.7553258560491,7086.719283991846,10,7,monthly,boleto,1
171,M,49,5,198.78941138269886,983.7174081816635,12,4,monthly,credit_card,0
172,M,41,25,76.08088100982371,1869.6179613189126,48,7,monthly,bank_transfer,0
173,F,63,31,190.30230429951916,5907.757891670893,31,1,yearly,credit_card,0
174,F,35,47,110.23564307049452,5154.680307946949,49,2,monthly,boleto,0
175,F,28,59,120.19894495659418,7070.084442142708,0,2,monthly,credit_card,0
176,M,26,25,129.29028255349684,3262.252085536566,22,4,monthly,credit_card,0
177,F,28,45,89.80498241503697,4100.451170952383,22,8,yearly,boleto,1
178,M,41,56,194.54861639161896,10914.635530644167,20,1,monthly,boleto,0
179,F,22,49,186.72308078521843,9239.146751737831,19,7,monthly,boleto,0
180,F,38,18,195.9357650317044,3491.567991969042,3,8,monthly,boleto,1
181,F,62,49,199.53793583142846,9685.460123779532,1,6,monthly,credit_card,1
182,M,57,25,150.47001427714582,3797.4817514081233,38,6,yearly,bank_transfer,0
183,M,51,2,117.7528243708617,196.91397110938684,22,1,monthly,boleto,1
184,F,64,45,177.6100852244457,7978.769223011288,8,6,yearly,credit_card,0
185,M,58,50,53.57073167545079,2590.0467582664833,17,2,monthly,boleto,0
186,M,51,21,175.16060670702552,3633.4122284802447,46,2,monthly,boleto,0
187,M,62,27,124.592903631651,3288.897027225615,23,8,monthly,boleto,0
188,M,24,22,150.98300406251266,3299.9109262042634,49,6,monthly,boleto,1
189,M,60,7,106.10690920137614,723.0207897154855,8,9,yearly,boleto,1
190,M,33,59,105.29347308002238,6216.8129322987315,6,4,yearly,bank_transfer,0
191,F,56,2,54.757572921633155,171.50129406102508,28,3,monthly,credit_card,1
192,F,65,33,113.568414564352,3781.6029938685065,34,9,monthly,bank_transfer,0
193,F,43,1,111.25312931289952,30.144647502375477,49,6,yearly,boleto,1
194,M,22,41,83.7186652802107,3462.8660482692817,23,8,monthly,boleto,0
195,F,37,54,87.09849103096512,4708.90625054419,10,0,yearly,credit_card,0
196,M,39,38,137.62093706637677,5224.7042869205125,27,5,monthly,boleto,0
197,M,66,36,97.66571638092546,3514.830813216455,15,8,monthly,credit_card,1
198,M,67,49,174.53778635259346,8562.579152681392,8,8,monthly,bank_transfer,1
199,M,47,58,66.70776602855997,3834.4560901058003,4,7,monthly,bank_transfer,1
200,F,67,51,136.64674198625653,6959.866298422851,36,1,yearly,bank_transfer,0
201,M,40,14,74.00670907086536,1095.2908831867067,32,5,monthly,bank_transfer,1
202,F,39,34,129.23609403809883,4358.831908074083,8,1,monthly,credit_card,0
203,M,61,49,132.8818830425478,6459.7178702760875,27,8,monthly,credit_card,0
204,F,52,18,146.34465297885936,2631.118386225776,44,6,monthly,boleto,0
205,M,45,40,114.11374209093405,4508.021360799545,40,1,yearly,bank_transfer,0
206,M,41,2,126.42120276938816,166.7032494660594,22,7,monthly,boleto,1
207,F,54,52,77.142892412194,3994.207046580347,2,7,yearly,boleto,0
208,F,57,37,119.45230246044945,4492.166285264826,31,0,monthly,bank_transfer,0
209,M,43,44,105.95455836414358,4660.070363228473,25,0,monthly,credit_card,0
210,F,19,49,149.91966569816145,7354.992473932321,46,2,monthly,credit_card,0
211,M,23,13,115.22325852447291,1391.3949429105915,27,0,monthly,bank_transfer,0
212,F,25,27,166.90124764703302,4528.239961091938,36,5,monthly,credit_card,0
213,F,42,51,113.89881478605382,5813.507847154235,26,8,monthly,bank_transfer,0
214,M,49,10,85.3656759460938,820.4110180589703,27,0,monthly,credit_card,1
215,F,59,49,91.05330784378769,4470.614607915715,15,6,monthly,bank_transfer,0
216,M,30,17,56.79278376374548,973.9834048415712,20,4,yearly,boleto,0
217,M,58,34,130.9878215901365,4400.611537646743,14,8,yearly,bank_transfer,1
218,M,52,31,174.63213258504828,5430.188796475492,23,4,monthly,boleto,1
219,M,20,41,165.3667560226355,6839.893768054414,47,6,yearly,bank_transfer,0
220,F,36,50,115.66841995077071,5772.02392376486,17,9,yearly,bank_transfer,0
221,M,33,21,79.41805327167683,1624.3994085833579,23,1,yearly,bank_transfer,0
222,M,64,11,179.5226664946179,1965.8703279507106,47,3,monthly,credit_card,1
223,F,65,25,58.517155106760256,1505.659537422228,7,2,monthly,bank_transfer,1
224,M,60,37,109.88340878037411,4004.3701829089787,12,1,monthly,credit_card,0
225,F,45,45,178.49227135759267,8061.080124030879,24,6,yearly,credit_card,0
226,M,43,45,108.97650311062947,4870.041917052302,20,0,monthly,boleto,0
227,F,34,21,67.68132061354399,1433.4108869534107,17,3,monthly,credit_card,1
228,F,58,56,89.89242505186942,5005.7592391524095,38,1,yearly,credit_card,0
229,F,22,5,140.00441626144226,671.6712335531332,24,6,yearly,bank_transfer,0
230,M,32,7,72.80538615418563,585.7924488910518,18,7,monthly,bank_transfer,0
231,M,25,2,148.24029902635337,226.02626852603214,23,4,yearly,credit_card,1
232,F,43,55,115.72428967988687,6389.104241271055,44,4,yearly,boleto,0
233,M,33,11,100.15842512307827,1188.3088968999255,49,4,monthly,boleto,0
234,F,28,36,86.13882207847459,3135.2736911487264,12,1,yearly,bank_transfer,0
235,M,37,48,173.49949787850642,8261.421047216349,2,3,monthly,bank_transfer,1
236,F,62,46,109.50109211951023,4972.9712120517,1,9,monthly,boleto,1
237,F,47,56,160.77188984093414,8965.644562259991,22,0,yearly,boleto,0
238,M,60,4,116.05327889560766,472.1085111584244,31,7,monthly,credit_card,1
239,M,65,25,63.78007803301691,1605.7990855298756,2,1,monthly,credit_card,0
240,F,64,30,116.07589627508906,3418.692060537687,25,1,yearly,credit_card,0
241,M,36,42,126.15316696036459,5254.795139412965,19,2,monthly,credit_card,0
242,F,63,37,118.67632902400652,4350.45004953924,46,2,monthly,boleto,0
243,M,65,34,172.43625676224087,5853.795389510446,30,3,monthly,bank_transfer,0
244,F,67,19,186.6277023564544,3645.161117637187,21,8,monthly,boleto,0
245,F,36,7,168.0168012816551,1129.4582556904134,29,9,monthly,boleto,1
246,M,29,26,137.41728533164394,3524.0015269659534,6,6,monthly,boleto,0
247,F,48,16,131.2174940832336,2042.8228905745452,23,1,yearly,boleto,0
248,M,66,33,146.69240451854884,4872.626577674223,16,9,monthly,bank_transfer,1
249,F,64,48,93.17454446590618,4470.311054545741,9,8,monthly,boleto,0
250,M,47,33,171.77702692230275,5623.830561027493,19,0,monthly,credit_card,0
251,M,25,35,178.52722664054915,6230.313153230303,31,3,monthly,credit_card,0
252,M,39,3,90.08257447727458,230.67220838393865,29,7,monthly,bank_transfer,1
253,M,55,39,185.42273122101165,7246.281081678917,48,0,monthly,boleto,0
254,M,47,26,177.3099085987501,4744.27645390732,13,0,monthly,credit_card,0
255,F,35,8,113.67301512237654,936.9273412636242,34,6,monthly,bank_transfer,1
256,M,35,13,186.35003031391184,2417.900968325486,27,3,monthly,credit_card,0
257,F,21,47,68.06584907172622,3165.8461319967346,43,4,monthly,boleto,1
258,M,33,55,54.197983881335055,2913.7191093791857,45,7,monthly,bank_transfer,1
259,M,52,30,102.18002383910815,3102.0852017433963,35,5,monthly,credit_card,0
260,F,30,58,134.81535482410175,7853.258288716217,21,7,monthly,credit_card,0
261,F,69,11,102.71639217992993,1106.5752641446888,26,1,monthly,bank_transfer,0
262,M,22,18,191.31016005070393,3504.2495800598017,32,0,yearly,credit_card,0
263,M,48,55,88.20653435827177,4852.414736649201,40,2,monthly,credit_card,1
264,F,43,11,92.18200903890184,1052.740136197677,11,2,monthly,credit_card,0
265,F,61,39,145.22414188172826,5678.551383489053,43,3,monthly,credit_card,0
266,F,64,13,50.57958235125623,648.6777765724491,40,7,monthly,bank_transfer,1
267,M,46,20,159.13355785318987,3134.9269264984227,4,1,monthly,boleto,0
268,M,50,29,106.62042246397358,3084.7154218371006,13,1,monthly,boleto,0
269,F,54,22,196.6621801464944,4368.670496667619,11,2,monthly,bank_transfer,1
270,F,45,52,153.7126389544623,7967.650470037069,28,3,monthly,boleto,0
271,M,27,58,57.83224326235146,3376.2571789965436,10,1,monthly,boleto,1
272,M,40,30,63.89417131129605,1862.6883452376812,15,1,yearly,credit_card,0
273,M,30,31,63.225216038623785,1998.9846140038553,9,5,yearly,boleto,0
274,F,42,4,192.89333898379155,787.2204227596643,3,1,monthly,credit_card,1
275,M,49,14,152.60773118263816,2076.4026986151093,22,1,yearly,boleto,0
276,M,28,3,114.14090109334036,331.2219771039405,15,8,monthly,boleto,0
277,M,30,51,80.07240348200466,4130.264623048156,25,0,monthly,credit_card,1
278,F,60,14,181.04596196537048,2471.6918404825255,10,0,monthly,credit_card,1
279,M,37,21,80.23338915070107,1631.353660233476,14,0,yearly,bank_transfer,0
280,M,28,50,156.0018824713726,7796.619275829305,44,5,monthly,boleto,1
281,M,55,43,164.49865423180188,7180.108668489091,40,6,yearly,bank_transfer,0
282,M,55,37,94.19841332831123,3451.7123889455406,13,6,monthly,credit_card,0
283,F,60,3,125.73721057559634,401.9753317060638,8,6,monthly,bank_transfer,1
284,M,57,34,83.44839234775908,2850.2521102038763,48,0,monthly,bank_transfer,0
285,M,69,34,106.83944861832472,3603.0652580097635,34,3,monthly,boleto,0
286,F,47,19,194.7701597420013,3708.6897026872684,24,6,yearly,credit_card,0
287,M,32,44,153.97070519816452,6752.319295614491,34,6,monthly,credit_card,1
288,F,62,55,176.99213092857727,9716.676961565925,11,3,monthly,boleto,0
289,F,31,16,131.08993572001114,2014.3753763815216,21,8,monthly,boleto,0
290,M,33,20,85.85596132270342,1715.8974147107524,19,8,yearly,bank_transfer,0
291,F,61,20,156.93197850007903,3183.594245332708,36,7,monthly,boleto,0
292,M,63,50,125.08519411858497,6257.130994668232,9,7,monthly,credit_card,0
293,F,35,5,76.5273302160588,437.1620391214155,24,9,monthly,credit_card,1
294,M,55,53,111.86448344273154,5957.8339947620225,41,7,monthly,bank_transfer,0
295,F,65,46,145.22603285244588,6677.420445896,9,5,monthly,boleto,1
296,F,59,29,160.29977850233573,4617.297298917395,5,3,monthly,bank_transfer,0
297,F,18,35,86.48311938355276,3002.5959926562764,41,3,monthly,bank_transfer,0
298,M,52,53,181.39960090239967,9540.653324130326,43,8,monthly,boleto,1
299,M,26,46,106.9326660612017,4905.5486943103615,21,2,monthly,credit_card,0
300,M,62,17,90.67050768391226,1548.6985685547163,2,6,monthly,bank_transfer,1
301,M,21,3,79.26800831805872,323.5750798441378,27,5,monthly,boleto,1
302,F,69,39,170.62570016044606,6680.81832242134,14,3,monthly,credit_card,0
303,M,27,9,103.12468624490937,884.8794771972855,29,4,monthly,bank_transfer,0
304,F,39,6,122.5098541831902,663.0907113232008,6,0,monthly,bank_transfer,1
305,F,30,58,83.42297353458135,4828.20486064549,40,7,monthly,credit_card,0
306,M,60,28,152.9136606753397,4322.170721250899,34,0,monthly,credit_card,0
307,M,38,39,167.15501113286336,6508.014617346952,32,0,monthly,bank_transfer,0
308,F,56,13,100.91378734300125,1338.978444209296,25,2,yearly,boleto,0
309,M,21,7,191.7619078057103,1333.2770821773627,11,5,yearly,bank_transfer,1
310,M,41,4,54.591591434035415,254.21638747192162,46,2,yearly,boleto,0
311,F,65,21,69.94146549110606,1388.9078741779442,13,8,yearly,boleto,0
312,F,66,1,138.31805473407363,218.52716074137865,18,9,yearly,credit_card,0
313,M,28,25,155.21102930725695,3824.6515602702384,46,3,monthly,boleto,0
314,M,38,20,87.60244842635885,1791.7355850136657,2,9,monthly,bank_transfer,1
315,M,39,32,133.11066453370228,4245.932065345025,6,0,yearly,bank_transfer,0
316,F,47,35,97.75793705642191,3415.7364019564216,38,1,monthly,boleto,0
317,F,45,19,133.11338684323852,2517.0992547230244,18,3,monthly,credit_card,1
318,F,23,27,148.89915166463788,4033.0573241977977,28,9,yearly,credit_card,0
319,F,57,5,195.9212080353586,1002.4822673408378,29,5,monthly,boleto,0
320,F,29,18,118.35452900317756,2183.2995976483494,41,7,monthly,bank_transfer,0
321,M,34,58,147.23240604070708,8609.87699449088,31,6,monthly,bank_transfer,0
322,M,61,59,136.7058871879898,8082.238421430233,21,4,monthly,bank_transfer,1
323,F,53,29,97.63323408313595,2917.0475003693577,27,9,monthly,bank_transfer,0
324,F,38,56,87.95961975465805,4930.3873334019745,36,9,monthly,bank_transfer,1
325,F,65,30,198.18060826170856,5999.290265963903,18,4,monthly,bank_transfer,0
326,M,38,8,81.0278542552273,669.6588176871257,8,7,monthly,bank_transfer,1
327,M,47,52,168.5412900611355,8736.686851607777,24,6,monthly,credit_card,0
328,M,30,25,71.98810865311415,1808.764424046846,49,5,monthly,bank_transfer,0
329,M,27,37,170.65269040418764,6339.308138830399,5,1,monthly,boleto,0
330,F,43,39,77.85926644843221,3034.9014849187256,8,2,monthly,boleto,0
331,F,47,19,195.07349660242505,3727.0392613459535,49,9,monthly,bank_transfer,0
332,M,59,44,152.8981484861776,6770.7866813581595,41,2,monthly,bank_transfer,1
333,M,38,30,63.517736551374334,1904.3634394414353,5,6,yearly,bank_transfer,0
334,F,64,22,153.97656791885163,3240.2901107806115,10,9,monthly,boleto,1
335,M,49,18,140.54311441723277,2613.6895670848585,34,6,monthly,credit_card,1
336,F,21,45,100.63193700409377,4513.557593673203,39,2,monthly,bank_transfer,0
337,F,56,15,89.1103996635072,1295.491983910993,36,8,monthly,boleto,0
338,M,47,8,157.81411726222282,1206.3074233151417,43,0,monthly,bank_transfer,0
339,M,38,53,161.20420594247986,8527.00061983475,25,7,yearly,bank_transfer,0
340,F,42,20,99.08087734288048,1953.4801552917606,43,2,monthly,credit_card,1
341,F,33,38,181.43406662592554,6857.644058590936,29,6,yearly,boleto,1
342,M,49,43,90.32408283327369,3849.82924833854,23,4,monthly,bank_transfer,0
343,F,47,50,60.47966389622165,3050.470336014074,31,5,yearly,bank_transfer,0
344,F,41,37,139.9801767241368,5280.784710843217,21,3,yearly,bank_transfer,0
345,F,32,42,66.06058592474241,2815.5731887399265,30,5,monthly,boleto,1
346,M,38,50,91.49960963997279,4631.110391236368,41,9,monthly,credit_card,0
347,F,43,56,126.0779589572657,7041.495200034542,47,8,monthly,boleto,1
348,F,42,3,92.95394335359464,284.0950983383128,28,4,monthly,credit_card,0
349,M,34,44,82.24945136300666,3640.299980183807,0,9,monthly,credit_card,1
350,M,48,11,155.47781223584815,1677.2780399121912,31,8,monthly,bank_transfer,1
